DeepJet;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
1, mujets, up, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.740594*((1.+(0.178167*x))/(1.+(0.131089*x))))+0.14951369166374207" 
1, mujets, up, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.740594*((1.+(0.178167*x))/(1.+(0.131089*x))))+0.10855968296527863" 
1, mujets, up, 1, -2.4, 2.4, 300, 600, 0, 1, "(0.740594*((1.+(0.178167*x))/(1.+(0.131089*x))))+0.09754248708486557" 
1, mujets, up, 1, -2.4, 2.4, 600, 1000, 0, 1, "(0.740594*((1.+(0.178167*x))/(1.+(0.131089*x))))+0.16564324498176575" 
1, mujets, up, 0, -2.4, 2.4, 20, 30, 0, 1, "(0.740594*((1.+(0.178167*x))/(1.+(0.131089*x))))+0.048737224191427231" 
1, mujets, up, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.740594*((1.+(0.178167*x))/(1.+(0.131089*x))))+0.028065500780940056" 
1, mujets, up, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.740594*((1.+(0.178167*x))/(1.+(0.131089*x))))+0.034558411687612534" 
1, mujets, up, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.740594*((1.+(0.178167*x))/(1.+(0.131089*x))))+0.031946979463100433" 
1, mujets, up, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.740594*((1.+(0.178167*x))/(1.+(0.131089*x))))+0.042463276535272598" 
1, mujets, up, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.740594*((1.+(0.178167*x))/(1.+(0.131089*x))))+0.04983789473772049" 
1, mujets, up, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.740594*((1.+(0.178167*x))/(1.+(0.131089*x))))+0.036186560988426208" 
1, mujets, up, 0, -2.4, 2.4, 300, 600, 0, 1, "(0.740594*((1.+(0.178167*x))/(1.+(0.131089*x))))+0.032514162361621857" 
1, mujets, up, 0, -2.4, 2.4, 600, 1000, 0, 1, "(0.740594*((1.+(0.178167*x))/(1.+(0.131089*x))))+0.055214416235685349" 
2, mujets, central, 1, -2.4, 2.4, 20, 1000, 0, 1, "0.233068*((1.+(0.827224*x))/(1.+(0.195788*x)))" 
2, mujets, central, 0, -2.4, 2.4, 20, 1000, 0, 1, "0.233068*((1.+(0.827224*x))/(1.+(0.195788*x)))" 
2, mujets, down, 1, -2.4, 2.4, 20, 30, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))-0.1844523549079895" 
2, mujets, down, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))-0.094496726989746094" 
2, mujets, down, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))-0.25928881764411926" 
2, mujets, down, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))-0.177143394947052" 
2, mujets, down, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))-0.18483462929725647" 
2, mujets, down, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))-0.12167838960886002" 
2, mujets, down, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))-0.1339854896068573" 
2, mujets, down, 1, -2.4, 2.4, 300, 600, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))-0.12374293804168701" 
2, mujets, down, 1, -2.4, 2.4, 600, 1000, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))-0.18696573376655579" 
2, mujets, down, 0, -2.4, 2.4, 20, 30, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))-0.052700672298669815" 
2, mujets, down, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))-0.026999063789844513" 
2, mujets, down, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))-0.074082516133785248" 
2, mujets, down, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))-0.050612397491931915" 
2, mujets, down, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))-0.05280989408493042" 
2, mujets, down, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))-0.034765254706144333" 
2, mujets, down, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))-0.038281567394733429" 
2, mujets, down, 0, -2.4, 2.4, 300, 600, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))-0.035355124622583389" 
2, mujets, down, 0, -2.4, 2.4, 600, 1000, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))-0.053418781608343124" 
2, mujets, up, 1, -2.4, 2.4, 20, 30, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))+0.1844523549079895" 
2, mujets, up, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))+0.094496726989746094" 
2, mujets, up, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))+0.25928881764411926" 
2, mujets, up, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))+0.177143394947052" 
2, mujets, up, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))+0.18483462929725647" 
2, mujets, up, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))+0.12167838960886002" 
2, mujets, up, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))+0.1339854896068573" 
2, mujets, up, 1, -2.4, 2.4, 300, 600, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))+0.12374293804168701" 
2, mujets, up, 1, -2.4, 2.4, 600, 1000, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))+0.18696573376655579" 
2, mujets, up, 0, -2.4, 2.4, 20, 30, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))+0.052700672298669815" 
2, mujets, up, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))+0.026999063789844513" 
2, mujets, up, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))+0.074082516133785248" 
2, mujets, up, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))+0.050612397491931915" 
2, mujets, up, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))+0.05280989408493042" 
2, mujets, up, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))+0.034765254706144333" 
2, mujets, up, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))+0.038281567394733429" 
2, mujets, up, 0, -2.4, 2.4, 300, 600, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))+0.035355124622583389" 
2, mujets, up, 0, -2.4, 2.4, 600, 1000, 0, 1, "(0.233068*((1.+(0.827224*x))/(1.+(0.195788*x))))+0.053418781608343124" 
0, incl, central, 2, 0, 2.4, 20, 1000, 0, 1, "1.03726+0.000218815*x+-6.70561e-11*x*x+2.15167/x" 
0, incl, down, 2, 0, 2.4, 20, 1000, 0, 1, "(1.03726+0.000218815*x+-6.70561e-11*x*x+2.15167/x)*(1-(0.049251+8.04227e-05*x+-1.1138e-07*x*x))" 
0, incl, down_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.03726+0.000218815*x+-6.70561e-11*x*x+2.15167/x)*(1-(0.0472277+8.38862e-05*x+-1.16149e-07*x*x))" 
0, incl, down_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.03726+0.000218815*x+-6.70561e-11*x*x+2.15167/x)*(1-(0.0139966))" 
0, incl, up, 2, 0, 2.4, 20, 1000, 0, 1, "(1.03726+0.000218815*x+-6.70561e-11*x*x+2.15167/x)*(1+(0.049251+8.04227e-05*x+-1.1138e-07*x*x))" 
0, incl, up_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.03726+0.000218815*x+-6.70561e-11*x*x+2.15167/x)*(1+(0.0472277+8.38862e-05*x+-1.16149e-07*x*x))" 
0, incl, up_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.03726+0.000218815*x+-6.70561e-11*x*x+2.15167/x)*(1+(0.0139966))" 
1, incl, central, 2, 0, 2.4, 20, 1000, 0, 1, "1.09149+3.31851e-05*x+2.34826e-07*x*x+-0.888846/x" 
1, incl, down, 2, 0, 2.4, 20, 1000, 0, 1, "(1.09149+3.31851e-05*x+2.34826e-07*x*x+-0.888846/x)*(1-(0.127379+0.000199537*x+-2.43111e-07*x*x))" 
1, incl, down_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.09149+3.31851e-05*x+2.34826e-07*x*x+-0.888846/x)*(1-(0.110108+0.000225709*x+-2.74882e-07*x*x))" 
1, incl, down_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.09149+3.31851e-05*x+2.34826e-07*x*x+-0.888846/x)*(1-(0.0644695))" 
1, incl, up, 2, 0, 2.4, 20, 1000, 0, 1, "(1.09149+3.31851e-05*x+2.34826e-07*x*x+-0.888846/x)*(1+(0.127379+0.000199537*x+-2.43111e-07*x*x))" 
1, incl, up_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.09149+3.31851e-05*x+2.34826e-07*x*x+-0.888846/x)*(1+(0.110108+0.000225709*x+-2.74882e-07*x*x))" 
1, incl, up_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.09149+3.31851e-05*x+2.34826e-07*x*x+-0.888846/x)*(1+(0.0644695))" 
2, incl, central, 2, 0, 2.4, 20, 1000, 0, 1, "1.09741+-0.000871879*x+2.20312e-06*x*x+-1.53037e-09*x*x*x" 
2, incl, down, 2, 0, 2.4, 20, 1000, 0, 1, "(1.09741+-0.000871879*x+2.20312e-06*x*x+-1.53037e-09*x*x*x)*(1-(0.230419+0.000263021*x+-2.85751e-07*x*x))" 
2, incl, down_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.09741+-0.000871879*x+2.20312e-06*x*x+-1.53037e-09*x*x*x)*(1-(0.17528+0.000312862*x+-3.44379e-07*x*x))" 
2, incl, down_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.09741+-0.000871879*x+2.20312e-06*x*x+-1.53037e-09*x*x*x)*(1-(0.156054))" 
2, incl, up, 2, 0, 2.4, 20, 1000, 0, 1, "(1.09741+-0.000871879*x+2.20312e-06*x*x+-1.53037e-09*x*x*x)*(1+(0.230419+0.000263021*x+-2.85751e-07*x*x))" 
2, incl, up_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.09741+-0.000871879*x+2.20312e-06*x*x+-1.53037e-09*x*x*x)*(1+(0.17528+0.000312862*x+-3.44379e-07*x*x))" 
2, incl, up_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.09741+-0.000871879*x+2.20312e-06*x*x+-1.53037e-09*x*x*x)*(1+(0.156054))" 
